id,language,text
Tv.SkipCommercial.Init.Utterance,en,I don't want the commercial
Tv.TerminateService.Init.Utterance,en,switch TV off
Router.SwitchOnWiFi.Init.Utterance,en,turn Wi-Fi on
Localsearch.WeatherInfo.Init.Utterance,en,how is the weather going to be
Tv.NavigationRight.Init.Utterance,en,the one on the right
Tv.NavigationLeft.Init.Utterance,en,one left
Tv.OpenUiArea.Init.Utterance,en,menu
Tv.SkipCommercial.Init.Utterance,en,skip commercial
Tv.TvSearch.Init.Utterance,en,play the movie {VodName}
SmartHome.StartScene.Init.Utterance,en,activate scene {SmartHomeSceneName} please
Tv.Recording.Init.Utterance,en,can you record this
SmartHome.SwitchOffDevice.Init.Utterance,en,device {SmartHomeDeviceName} off
Tv.TrickModePlay.Init.Utterance,en,playback
Router.SwitchOffWiFi.Init.Utterance,en,I don't need the internet anymore
Tv.TrickModeSkip.Init.Utterance,en,please rewind
Localsearch.WeatherInfo.Init.Utterance,en,how is the weather going to be {LocalsearchTimeStampStartDay}
Tv.TrickModePause.Init.Utterance,en,wait a sec
Tv.RadioChannelChange.Init.Utterance,en,turn on radio station {RadioChannelPosition}
Router.SwitchOffWiFi.Init.Utterance,en,stop the Wi-Fi
Bluewin.NewsSummary.Init.Utterance,en,I need a news update
Tv.VolumeUnmute.Init.Utterance,en,switch sound back on
Tv.OpenUiArea.Init.Utterance,en,what kind of {AreaName} do you have
Tv.OpenApplication.Init.Utterance,en,open my apps
Tv.OpenApplication.Init.Utterance,en,can you show me the apps
Router.SwitchOnWiFi.Init.Utterance,en,connect to theWi-Fi
Localsearch.WeatherInfo.Init.Utterance,en,is it windy
Tv.Recording.Init.Utterance,en,recording
Bluewin.NewsSummary.Init.Utterance,en,I want to hear the news summary
Localsearch.RainInfo.Init.Utterance,en,will it be raining
Localsearch.RainInfo.Init.Utterance,en,how much rain can I expect in {LocalsearchLocation} {LocalsearchTimeStampStartDay}
Router.SwitchOnWiFi.Init.Utterance,en,can you please switch the Wi-Fi on
Localsearch.RainInfo.Init.Utterance,en,can you tell me if I should take an umbrella with me
Tv.TvChannelChange.Init.Utterance,en,could you please change the channel to {TvChannelName}
Localsearch.WeatherInfo.Init.Utterance,en,I want to know how the weather will be {LocalsearchTimeStampStartDay}
Tv.WatchFromBeginning.Init.Utterance,en,start from the beginning
Tv.TvChannelChange.Init.Utterance,en,I would like to watch {TvChannelName}
Tv.OpenUiArea.Init.Utterance,en,go to {AreaName}
Localsearch.TemperatureInfo.Init.Utterance,en,how is the temperature between {LocalsearchTimeStampStartTime} and {LocalsearchTimeStampEndTime} in {LocalsearchLocation}
Bluewin.NewsSummary.Init.Utterance,en,Bluewin news please
SmartHome.SwitchOffDevice.Init.Utterance,en,could you please switch off device {SmartHomeDeviceName}
Tv.VolumeUp.Init.Utterance,en,could you up the volume please
Bluewin.NewsSummary.Init.Utterance,en,what are today's news
SmartHome.SwitchOnDevice.Init.Utterance,en,turn on my {SmartHomeDeviceBrand} {SmartHomeDeviceCategory} in the {SmartHomeDeviceLocation}
Router.ShowWiFiPassword.Init.Utterance,en,I need the password for the internet
Router.SwitchOffWiFi.Init.Utterance,en,turn Wi-Fi off
Tv.TrickModePlay.Init.Utterance,en,could I please continue watching the movie
Router.ShowGuestWiFiPassword.Init.Utterance,en,show me the guest Wi-Fi password
Router.SwitchOnWiFi.Init.Utterance,en,could you please turn on the Wi-Fi
Router.SwitchOffWiFi.Init.Utterance,en,I'd like Wi-Fi off
Router.ShowWiFiPassword.Init.Utterance,en,I want to get my Wi-Fi password
Tv.NavigationDown.Init.Utterance,en,go down
Tv.GenericExitToTv.Init.Utterance,en,normal TV please
Tv.GenericExitToTv.Init.Utterance,en,can you go back to the TV program
Router.ShowGuestWiFiPassword.Init.Utterance,en,I want to see my guest Wi-Fi password
Localsearch.WeatherInfo.Init.Utterance,en,what's the weather gonna be like at {LocalsearchTimeStampStartTime}
Tv.TerminateService.Init.Utterance,en,turn the TV off
Tv.VolumeMute.Init.Utterance,en,mute the sound
Localsearch.WeatherInfo.Init.Utterance,en,how is the weather forecast for {LocalsearchLocation}
Tv.TerminateService.Init.Utterance,en,shut down the box
Localsearch.RainInfo.Init.Utterance,en,how heavy is the rain
Tv.OpenUiArea.Init.Utterance,en,I want to open another area
Localsearch.WeatherInfo.Init.Utterance,en,I'd like some information about the weather in {LocalsearchLocation} {LocalsearchTimeStampStartDay}
Tv.TerminateService.Init.Utterance,en,please turn off the television
Tv.OpenApplication.Init.Utterance,en,I want to open {AppName}
Router.SwitchOffWiFi.Init.Utterance,en,please switch the Wi-Fi off
Router.SwitchOnWiFi.Init.Utterance,en,wireless network connection
SmartHome.SwitchOnDevice.Init.Utterance,en,switch on all {SmartHomeDeviceCategory} in the {SmartHomeDeviceLocation}
Tv.TvRecommendations.Init.Utterance,en,I want to watch TV tonight
Localsearch.RainInfo.Init.Utterance,en,will there be rain {LocalsearchTimeStampStartDay} in {LocalsearchLocation}
Router.ShowWiFiPassword.Init.Utterance,en,could you please show me the Wi-Fi password
Tv.TrickModePause.Init.Utterance,en,press pause
Router.SwitchOffGuestWiFi.Init.Utterance,en,I do not need the guest Wi-Fi anymore
Tv.TvChannelChange.Init.Utterance,en,I'd like to watch channel {TvChannelPosition}
Router.SwitchOffGuestWiFi.Init.Utterance,en,close the guest Wi-Fi
Tv.GenericExitToTv.Init.Utterance,en,live TV again please
SmartHome.StartScene.Init.Utterance,en,I would like to start {SmartHomeSceneName} scene
Localsearch.WeatherInfo.Init.Utterance,en,how is the weather
SmartHome.SwitchOnDevice.Init.Utterance,en,please turn {SmartHomeDeviceBrand} on
Tv.TerminateService.Init.Utterance,en,turn the box to standby
Tv.WatchFromBeginning.Init.Utterance,en,from the beginning please
Tv.TrickModePause.Init.Utterance,en,you can pause the movie
Tv.GenericExitToTv.Init.Utterance,en,show me live TV again
Tv.TerminateService.Init.Utterance,en,can you please turn off the TV box
Tv.TvChannelChange.Init.Utterance,en,would you please change the channel
Tv.GenericExitToTv.Init.Utterance,en,I want to go back to live TV
Localsearch.TemperatureInfo.Init.Utterance,en,how warm will it get at {LocalsearchTimeStampStartTime}
Tv.SkipCommercial.Init.Utterance,en,end the commercial please
Tv.VolumeMute.Init.Utterance,en,volume to zero
Tv.InitiateService.Init.Utterance,en,box on please
Router.SwitchOnWiFi.Init.Utterance,en,please turn on the internet
Tv.OpenUiArea.Init.Utterance,en,please go to {AreaName}
Localsearch.WeatherInfo.Init.Utterance,en,will it be nice outside {LocalsearchTimeStampStartDay}
Localsearch.TemperatureInfo.Init.Utterance,en,how hot will it get {LocalsearchTimeStampStartDay}
Localsearch.WeatherInfo.Init.Utterance,en,I would like some info about the weather
Tv.Recording.Init.Utterance,en,I want to record this
Tv.TrickModeSkip.Init.Utterance,en,rewind {Duration}
Router.SwitchOnGuestWiFi.Init.Utterance,en,connect to the guest Wi-Fi
Bluewin.NewsSummary.Init.Utterance,en,could you please give me the news
Tv.TvChannelChange.Init.Utterance,en,put on {TvChannelName}
Tv.TrickModePause.Init.Utterance,en,a break please
Tv.VolumeUp.Init.Utterance,en,this is too quiet
Tv.VolumeUp.Init.Utterance,en,turn up the TV's volume
Localsearch.WeatherInfo.Init.Utterance,en,what's the weather like
SmartHome.SwitchOnDevice.Init.Utterance,en,please turn device {SmartHomeDeviceName} on
SmartHome.SwitchOffDevice.Init.Utterance,en,I want you to switch off device {SmartHomeDeviceName}
SmartHome.SwitchOnDevice.Init.Utterance,en,activate the device {SmartHomeDeviceName}
Tv.TvChannelChange.Init.Utterance,en,channel {TvChannelPosition} please
Localsearch.WeatherInfo.Init.Utterance,en,give me the weather report
Router.SwitchOffWiFi.Init.Utterance,en,deactivate Wi-Fi
Localsearch.TemperatureInfo.Init.Utterance,en,can you tell me how warm it will get {LocalsearchTimeStampStartDay}
Localsearch.TemperatureInfo.Init.Utterance,en,will I freeze
Localsearch.TemperatureInfo.Init.Utterance,en,I would like to know how cold it is
Tv.WatchFromBeginning.Init.Utterance,en,watch from beginning
Tv.WatchFromBeginning.Init.Utterance,en,start the movie over
Tv.VolumeDown.Init.Utterance,en,could you please turn down the volume
Tv.OpenApplication.Init.Utterance,en,can you please open {AppName}
Tv.OpenUiArea.Init.Utterance,en,which {AreaName} do you have
Localsearch.RainInfo.Init.Utterance,en,is it raining
Tv.NavigationRight.Init.Utterance,en,to the right
Router.ShowWiFiPassword.Init.Utterance,en,Wi-Fi password please
Router.ShowWiFiPassword.Init.Utterance,en,can you please show me the Wi-Fi password on the TV
Tv.TrickModePlay.Init.Utterance,en,I wanna continue watching
Localsearch.RainInfo.Init.Utterance,en,will it be rainy {LocalsearchTimeStampStartDay}
Router.SwitchOnGuestWiFi.Init.Utterance,en,turn guest Wi-Fi on
Tv.TrickModePlay.Init.Utterance,en,start
SmartHome.SwitchOffDevice.Init.Utterance,en,deactivate device {SmartHomeDeviceName} in the {SmartHomeDeviceLocation}
Tv.TvChannelChange.Init.Utterance,en,turn on TV channel {TvChannelPosition}
Tv.TrickModePlay.Init.Utterance,en,could you please press play
Tv.WatchNextEpisode.Init.Utterance,en,next episode please
Tv.TvChannelChange.Init.Utterance,en,put on TV channel {TvChannelPosition}
Bluewin.NewsSummary.Init.Utterance,en,I need the news
Router.SwitchOnGuestWiFi.Init.Utterance,en,I want to turn on the guest Wi-Fi
SmartHome.StartScene.Init.Utterance,en,I need the {SmartHomeSceneName} scene
MyCloud.OpenArea.Init.Utterance,en,show me my {MyCloudArea} on myCloud
Tv.TvSearch.Init.Utterance,en,turn on {VodName}
Tv.WatchNextEpisode.Init.Utterance,en,play next episode
Tv.VolumeDown.Init.Utterance,en,volume down please
Localsearch.TemperatureInfo.Init.Utterance,en,I need the temperature for {LocalsearchTimeStampStartTime} in {LocalsearchLocation}
Router.SwitchOnWiFi.Init.Utterance,en,please activate the internet
Localsearch.WeatherInfo.Init.Utterance,en,I want the weather for {LocalsearchTimeStampStartTime} in {LocalsearchLocation}
Tv.TvSearch.Init.Utterance,en,give me something about {DossierName}
SmartHome.SwitchOffDevice.Init.Utterance,en,deactivate {SmartHomeDeviceCategory}
Tv.TrickModeSkip.Init.Utterance,en,I wanna fast-forward
Tv.TvChannelChange.Init.Utterance,en,I'd like to watch {TvChannelName}
Tv.RadioChannelChange.Init.Utterance,en,would you please change the radio station
Tv.TvSearch.Init.Utterance,en,I wanna watch {SeriesName}
Localsearch.RainInfo.Init.Utterance,en,I need to know if it is raining
Router.SwitchOffGuestWiFi.Init.Utterance,en,please switch off guest Wi-Fi
Tv.VolumeDown.Init.Utterance,en,volume down
Tv.RadioChannelChange.Init.Utterance,en,put on radio channel {RadioChannelPosition}
Tv.TvChannelChange.Init.Utterance,en,switch to channel {TvChannelPosition}
Tv.Recording.Init.Utterance,en,record now
Router.ShowWiFiPassword.Init.Utterance,en,I'd like the Wi-Fi password
Localsearch.WeatherInfo.Init.Utterance,en,I want the weather report for {LocalsearchTimeStampStartTime} in {LocalsearchLocation}
Localsearch.WeatherInfo.Init.Utterance,en,get the weather update
SmartHome.SwitchOnDevice.Init.Utterance,en,can you turn on device {SmartHomeDeviceName}
MyCloud.OpenArea.Init.Utterance,en,please go to {MyCloudArea} on myCloud
MyCloud.OpenArea.Init.Utterance,en,would you please go to myCloud and open {MyCloudArea}
Router.SwitchOnWiFi.Init.Utterance,en,activate the Wi-Fi
Tv.OpenApplication.Init.Utterance,en,{AppName}
Tv.VolumeMute.Init.Utterance,en,switch off the sound
Bluewin.NewsSummary.Init.Utterance,en,I'd like the news please
Bluewin.NewsSummary.Init.Utterance,en,give me the news
SmartHome.SwitchOffDevice.Init.Utterance,en,switch off all {SmartHomeDeviceBrand}
Localsearch.WeatherInfo.Init.Utterance,en,I would like to know how the weather is going to be
Router.SwitchOffWiFi.Init.Utterance,en,I do not need the Wi-Fi anymore
SmartHome.SwitchOnDevice.Init.Utterance,en,turn on my {SmartHomeDeviceCategory}
SmartHome.SwitchOffDevice.Init.Utterance,en,I want you to switch the device {SmartHomeDeviceName} off
Router.SwitchOnGuestWiFi.Init.Utterance,en,please switch on the guest Wi-Fi for {RouterWiFiDuration}
Tv.VolumeUp.Init.Utterance,en,volume up a bit please
Tv.Recording.Init.Utterance,en,could you tape this
Bluewin.NewsSummary.Init.Utterance,en,Bluewin news
Router.SwitchOnGuestWiFi.Init.Utterance,en,please turn on the guest Wi-Fi
Tv.TerminateService.Init.Utterance,en,standby on
Tv.TvSearch.Init.Utterance,en,can you look for {AppName}
SmartHome.SwitchOffDevice.Init.Utterance,en,I want to turn off device {SmartHomeDeviceName}
Router.ShowGuestWiFiPassword.Init.Utterance,en,show guest Wi-Fi password
Localsearch.WeatherInfo.Init.Utterance,en,please tell me how the weather will be {LocalsearchTimeStampStartDay} in {LocalsearchLocation}
Tv.TrickModePause.Init.Utterance,en,pause the program please
Tv.TrickModePlay.Init.Utterance,en,start series
Router.SwitchOnGuestWiFi.Init.Utterance,en,could you connect to the guest internet
Tv.NavigationLeft.Init.Utterance,en,move to the left
Router.SwitchOnWiFi.Init.Utterance,en,I want to turn on the Wi-Fi
Tv.SkipCommercial.Init.Utterance,en,the commercial is annoying
Tv.VolumeUp.Init.Utterance,en,pump up the volume
SmartHome.SwitchOnDevice.Init.Utterance,en,please turn on device {SmartHomeDeviceName}
Router.SwitchOnGuestWiFi.Init.Utterance,en,please turn on the guest Wi-Fi for {RouterWiFiDuration}
Tv.OpenUiArea.Init.Utterance,en,watch a {AreaName}
Localsearch.WeatherInfo.Init.Utterance,en,will it snow {LocalsearchTimeStampStartDay}
Tv.SkipCommercial.Init.Utterance,en,I don't want to watch the commercial
Router.SwitchOnWiFi.Init.Utterance,en,could you turn Wi-Fi on for a sec
Localsearch.TemperatureInfo.Init.Utterance,en,tell me the temperature {LocalsearchTimeStampStartDay}
Tv.TvRecommendations.Init.Utterance,en,I want to know what is on TV today
Localsearch.RainInfo.Init.Utterance,en,is it pouring
SmartHome.SwitchOnDevice.Init.Utterance,en,can you please switch the device {SmartHomeDeviceName} on
Tv.TvSearch.Init.Utterance,en,show me movies with {ParticipantName}
Localsearch.WeatherInfo.Init.Utterance,en,is the weather nice in {LocalsearchLocation}
Tv.WatchNextEpisode.Init.Utterance,en,I'd like to watch the next episode please
Tv.RadioChannelChange.Init.Utterance,en,put on {RadioChannelName} please
Localsearch.RainInfo.Init.Utterance,en,I would like to know if it is raining in {LocalsearchLocation} {LocalsearchTimeStampStartDay}
Router.SwitchOffWiFi.Init.Utterance,en,Wi-Fi off please
MyCloud.OpenArea.Init.Utterance,en,open myCloud and go to {MyCloudArea}
Localsearch.WeatherInfo.Init.Utterance,en,ask for the weather
Tv.TvRecommendations.Init.Utterance,en,what is on at prime time
SmartHome.SwitchOnDevice.Init.Utterance,en,activate {SmartHomeDeviceBrand}
Tv.TerminateService.Init.Utterance,en,turn the TV to standby
MyCloud.OpenArea.Init.Utterance,en,can I see {MyCloudArea} on myCloud
Bluewin.NewsSummary.Init.Utterance,en,tell me what is going on in the world
Tv.RadioChannelChange.Init.Utterance,en,change radio station
MyCloud.OpenArea.Init.Utterance,en,open myCloud and start my {MyCloudArea}
MyCloud.OpenArea.Init.Utterance,en,I want to see {MyCloudArea} on myCloud
Tv.TrickModePlay.Init.Utterance,en,I would like to continue watching TV
Tv.TvSearch.Init.Utterance,en,please search for {BroadcastName}
Tv.VolumeUp.Init.Utterance,en,can you turn up the TV show
Tv.VolumeUnmute.Init.Utterance,en,I'm done with mute
Tv.RadioChannelChange.Init.Utterance,en,I'd like to listen to the radio
Tv.GenericExitToTv.Init.Utterance,en,please give me live TV
Router.SwitchOnGuestWiFi.Init.Utterance,en,I'd like to switch on Wi-Fi for guests
SmartHome.SwitchOffDevice.Init.Utterance,en,please turn off all {SmartHomeDeviceBrand}
SmartHome.SwitchOnDevice.Init.Utterance,en,turn on {SmartHomeDeviceCategory} in the {SmartHomeDeviceLocation}
Router.ShowGuestWiFiPassword.Init.Utterance,en,show me the guest Wi-Fi password on the TV
Tv.VolumeDown.Init.Utterance,en,turn the movie down
SmartHome.StartScene.Init.Utterance,en,I'm in the mood for the {SmartHomeSceneName} scene
Tv.TvChannelChange.Init.Utterance,en,switch to TV channel {TvChannelPosition}
Localsearch.TemperatureInfo.Init.Utterance,en,would you tell me how high the temperature is
Tv.OpenApplication.Init.Utterance,en,please open the app
Tv.InitiateService.Init.Utterance,en,please turn my TV box on
Router.SwitchOffGuestWiFi.Init.Utterance,en,can you please turn off the guest Wi-Fi
Tv.NavigationRight.Init.Utterance,en,move to the right
Tv.TvChannelChange.Init.Utterance,en,this channel is boring
Tv.VolumeUnmute.Init.Utterance,en,sound on
Tv.RadioChannelChange.Init.Utterance,en,turn on radio {RadioChannelName}
Localsearch.WeatherInfo.Init.Utterance,en,can you tell me how the weather is going to be
Router.SwitchOnGuestWiFi.Init.Utterance,en,could you please turn on the guest Wi-Fi
SmartHome.SwitchOffDevice.Init.Utterance,en,turn off device {SmartHomeDeviceName}
Router.ShowGuestWiFiPassword.Init.Utterance,en,I don't know my guest Wi-Fi password anymore
Localsearch.WeatherInfo.Init.Utterance,en,do you know how the weather is at {LocalsearchTimeStampStartTime}
Router.SwitchOnGuestWiFi.Init.Utterance,en,I want you to turn on the guest Wi-Fi
Tv.WatchFromBeginning.Init.Utterance,en,watch from the beginning
SmartHome.SwitchOffDevice.Init.Utterance,en,switch off the device {SmartHomeDeviceName}
