,id,command_de,label_de,command_en,label_en
286,Localsearch.RainInfo.Init.Utterance,regnet es fest,{Template} {Template} {Template},is it raining in Brenzone from at 02:06 to at 22:45,{Template} {Template} {Template} {Template} {LocalsearchLocation} {Template} {LocalsearchTimeStampStartTime} {LocalsearchTimeStampStartTime} {Template} {LocalsearchTimeStampEndTime} {LocalsearchTimeStampEndTime}
287,Localsearch.RainInfo.Init.Utterance,wie stark wird es 7.22 regnen,{Template} {Template} {Template} {Template} {LocalsearchTimeStampStartDay} {Template},is there rain,{Template} {Template} {Template}
288,Localsearch.RainInfo.Init.Utterance,schiffts 3.31 in Umkirch,{Template} {LocalsearchTimeStampStartDay} {Template} {LocalsearchLocation},the rainfall for 4.25,{Template} {Template} {Template} {LocalsearchTimeStampStartDay}
289,Localsearch.RainInfo.Init.Utterance,gibt es Uerzlikon ein Regenwetter,{Template} {Template} {LocalsearchLocation} {Template} {Template},rainfall for 4.6 please,{Template} {Template} {LocalsearchTimeStampStartDay} {Template}
290,Localsearch.WeatherInfo.Init.Utterance,kannst du mir sagen wie das Wetter in Huttwil 8.22 wird,{Template} {Template} {Template} {Template} {Template} {Template} {Template} {Template} {LocalsearchLocation} {LocalsearchTimeStampStartDay} {Template},how is the weather going to be 10.22,{Template} {Template} {Template} {Template} {Template} {Template} {Template} {LocalsearchTimeStampStartDay}
291,Localsearch.WeatherInfo.Init.Utterance,Meteo,{Template},is the weather nice in Algund,{Template} {Template} {Template} {Template} {Template} {LocalsearchLocation}
292,Localsearch.WeatherInfo.Init.Utterance,sag mir wie das Wetter wird,{Template} {Template} {Template} {Template} {Template} {Template},is the sun gonna come out 12.20,{Template} {Template} {Template} {Template} {Template} {Template} {LocalsearchTimeStampStartDay}
293,Localsearch.WeatherInfo.Init.Utterance,ist es sonnig,{Template} {Template} {Template},will there be snow on 8.5,{Template} {Template} {Template} {Template} {Template} {LocalsearchTimeStampStartDay}
294,Localsearch.WeatherInfo.Init.Utterance,wie wird das Wetter 12.10 in Spiez,{Template} {Template} {Template} {Template} {LocalsearchTimeStampStartDay} {Template} {LocalsearchLocation},will it be sunny 9.19,{Template} {Template} {Template} {Template} {LocalsearchTimeStampStartDay}
295,Localsearch.WeatherInfo.Init.Utterance,wie ist das Wetter,{Template} {Template} {Template} {Template},how is the weather going to be in Constance 7.20,{Template} {Template} {Template} {Template} {Template} {Template} {Template} {Template} {LocalsearchLocation} {LocalsearchTimeStampStartDay}
296,Localsearch.WeatherInfo.Init.Utterance,mich interessiert das Wetter in Kleingurmels 12.16,{Template} {Template} {Template} {Template} {Template} {LocalsearchLocation} {LocalsearchTimeStampStartDay},I would like some info about the weather,{Template} {Template} {Template} {Template} {Template} {Template} {Template} {Template}
297,Localsearch.WeatherInfo.Init.Utterance,wird es 1.22 in Niederaach sonnig,{Template} {Template} {LocalsearchTimeStampStartDay} {Template} {LocalsearchLocation} {Template},how is the weather forecast for 7.20,{Template} {Template} {Template} {Template} {Template} {Template} {LocalsearchTimeStampStartDay}
298,Localsearch.WeatherInfo.Init.Utterance,ich will wissen wie das Wetter in Eriswil wird,{Template} {Template} {Template} {Template} {Template} {Template} {Template} {LocalsearchLocation} {Template},give me information about the weather for now,{Template} {Template} {Template} {Template} {Template} {Template} {Template} {LocalsearchTimeStampStartDay}
299,Localsearch.WeatherInfo.Init.Utterance,sag kurz die Wetterprognose,{Template} {Template} {Template} {Template},I want the weather report for 8.22 in Auer,{Template} {Template} {Template} {Template} {Template} {Template} {LocalsearchTimeStampStartDay} {Template} {LocalsearchLocation}
300,Router.SwitchOffGuestWiFi.Init.Utterance,ich möchte dass du das Gäste Wlan ausschaltest,{Template} {Template} {Template} {Template} {Template} {Template} {Template} {Template},I want to turn off the guest Wi-Fi now,{Template} {Template} {Template} {Template} {Template} {Template} {Template} {Template}-{Template} {Template}
301,Router.SwitchOffGuestWiFi.Init.Utterance,Gäste Wlan aus bitte,{Template} {Template} {Template} {Template},can you deactivate the guest Wi-Fi,{Template} {Template} {Template} {Template} {Template} {Template}-{Template}
302,Router.SwitchOffGuestWiFi.Init.Utterance,das Gast Wifi abstellen bitte,{Template} {Template} {Template} {Template} {Template},please deactivate the internet for guests,{Template} {Template} {Template} {Template} {Template} {Template}
303,Router.SwitchOffGuestWiFi.Init.Utterance,bitte das Gäste Wlan ausschalten,{Template} {Template} {Template} {Template} {Template},I want to switch off the guest Wi-Fi,{Template} {Template} {Template} {Template} {Template} {Template} {Template} {Template}-{Template}
304,Router.SwitchOffGuestWiFi.Init.Utterance,bitte mach das Gast Wifi aus,{Template} {Template} {Template} {Template} {Template} {Template},guest Wi-Fi off,{Template} {Template}-{Template} {Template}
305,Router.SwitchOffGuestWiFi.Init.Utterance,bitte deaktiviere das Internet für Gäste,{Template} {Template} {Template} {Template} {Template} {Template},switch off the guest internet,{Template} {Template} {Template} {Template} {Template}
306,Router.SwitchOffGuestWiFi.Init.Utterance,mach das Guest Wifi aus,{Template} {Template} {Template} {Template} {Template},switch off the guest internet,{Template} {Template} {Template} {Template} {Template}
307,Router.SwitchOffGuestWiFi.Init.Utterance,stell das Gäste Wlan aus,{Template} {Template} {Template} {Template} {Template},switch the guest Wi-Fi off,{Template} {Template} {Template} {Template}-{Template} {Template}
308,Router.SwitchOffGuestWiFi.Init.Utterance,Gäste Wlan abschalten,{Template} {Template} {Template},turn off the guest Wi-Fi,{Template} {Template} {Template} {Template} {Template}-{Template}
309,Router.SwitchOffGuestWiFi.Init.Utterance,ich möchte das Gäste Wifi ausschalten,{Template} {Template} {Template} {Template} {Template} {Template},my guests are done with the Wi-Fi,{Template} {Template} {Template} {Template} {Template} {Template} {Template}-{Template}
310,Tv.TerminateService.Init.Utterance,mach den Fernseher aus,{Template} {Template} {Template} {Template},turn box off,{Template} {Template} {Template}
311,Tv.TerminateService.Init.Utterance,tu die Box aus,{Template} {Template} {Template} {Template},switch off the TV,{Template} {Template} {Template} {Template}
312,Tv.TerminateService.Init.Utterance,bitte meine Box ausmachen,{Template} {Template} {Template} {Template},turn on standby,{Template} {Template} {Template}
313,Tv.TerminateService.Init.Utterance,bitte auf Standby gehen,{Template} {Template} {Template} {Template},TV off,{Template} {Template}
314,Tv.TerminateService.Init.Utterance,Standby,{Template},turn box off,{Template} {Template} {Template}
315,Tv.TerminateService.Init.Utterance,auf Standby schalten,{Template} {Template} {Template},Swisscom TV box off,{Template} {Template} {Template} {Template}
316,Tv.TerminateService.Init.Utterance,den Fernseher abstellen,{Template} {Template} {Template},turn off the TV box,{Template} {Template} {Template} {Template} {Template}
317,Tv.TerminateService.Init.Utterance,den Fernseher ausstellen,{Template} {Template} {Template},please turn off the television,{Template} {Template} {Template} {Template} {Template}
318,Tv.TerminateService.Init.Utterance,Swisscom TV Box aus,{Template} {Template} {Template} {Template},can you turn off the TV,{Template} {Template} {Template} {Template} {Template} {Template}
319,Tv.TerminateService.Init.Utterance,geh aus,{Template} {Template},turn off TV,{Template} {Template} {Template}
320,Tv.Recording.Init.Utterance,ich will das aufnehmen,{Template} {Template} {Template} {Template},could you tape this,{Template} {Template} {Template} {Template}
321,Tv.Recording.Init.Utterance,Sendung aufzeichnen,{Template} {Template},record now,{Template} {Template}
322,Tv.Recording.Init.Utterance,mit der Aufnahme beginnen,{Template} {Template} {Template} {Template},I want to watch this later,{Template} {Template} {Template} {Template} {Template} {Template}
323,Tv.Recording.Init.Utterance,bitte laufende Sendung aufnehmen,{Template} {Template} {Template} {Template},I want to record this,{Template} {Template} {Template} {Template} {Template}
324,Tv.Recording.Init.Utterance,das will ich später anschauen,{Template} {Template} {Template} {Template} {Template},record,{Template}
325,Tv.Recording.Init.Utterance,zu meinen Aufnahmen hinzufügen,{Template} {Template} {Template} {Template},record please,{Template} {Template}
326,Tv.Recording.Init.Utterance,Aufnahme beginnen,{Template} {Template},record this TV show,{Template} {Template} {Template} {Template}
327,Tv.Recording.Init.Utterance,Sendung aufzeichnen,{Template} {Template},can you record this,{Template} {Template} {Template} {Template}
328,Tv.Recording.Init.Utterance,nimm das bitte auf,{Template} {Template} {Template} {Template},record movie,{Template} {Template}
329,Tv.Recording.Init.Utterance,Aufzeichnung beginnen,{Template} {Template},record movie,{Template} {Template}
330,Tv.NavigationLeft.Init.Utterance,das linke,{Template} {Template},go left,{Template} {Template}
331,Tv.NavigationLeft.Init.Utterance,noch eins links,{Template} {Template} {Template},scroll left,{Template} {Template}
332,Tv.NavigationLeft.Init.Utterance,einen links,{Template} {Template},the one on the left,{Template} {Template} {Template} {Template} {Template}
333,Tv.NavigationLeft.Init.Utterance,einen links,{Template} {Template},the left one,{Template} {Template} {Template}
334,Tv.NavigationLeft.Init.Utterance,links,{Template},the one on the left,{Template} {Template} {Template} {Template} {Template}
335,Tv.NavigationLeft.Init.Utterance,eins links,{Template} {Template},left,{Template}
336,Tv.NavigationLeft.Init.Utterance,scroll links,{Template} {Template},one left,{Template} {Template}
337,Tv.NavigationLeft.Init.Utterance,einmal links,{Template} {Template},move to the left,{Template} {Template} {Template} {Template}
338,Tv.NavigationLeft.Init.Utterance,nach links,{Template} {Template},to the left,{Template} {Template} {Template}
339,Tv.NavigationLeft.Init.Utterance,eins nach links,{Template} {Template} {Template},scroll left,{Template} {Template}
340,Tv.NavigationRight.Init.Utterance,hier rechts,{Template} {Template},go one to the right,{Template} {Template} {Template} {Template} {Template}
341,Tv.NavigationRight.Init.Utterance,rechts,{Template},go one to the right,{Template} {Template} {Template} {Template} {Template}
342,Tv.NavigationRight.Init.Utterance,eins nach rechts,{Template} {Template} {Template},go one to the right,{Template} {Template} {Template} {Template} {Template}
343,Tv.NavigationRight.Init.Utterance,rechts,{Template},right again,{Template} {Template}
344,Tv.NavigationRight.Init.Utterance,weiter rechts,{Template} {Template},right,{Template}
345,Tv.NavigationRight.Init.Utterance,noch eins rechts,{Template} {Template} {Template},one right,{Template} {Template}
346,Tv.NavigationRight.Init.Utterance,nach rechts,{Template} {Template},go right,{Template} {Template}
347,Tv.NavigationRight.Init.Utterance,wieder rechts,{Template} {Template},one right,{Template} {Template}
348,Tv.NavigationRight.Init.Utterance,rechts,{Template},go one to the right,{Template} {Template} {Template} {Template} {Template}
349,Tv.NavigationRight.Init.Utterance,rechts,{Template},one right,{Template} {Template}
350,Tv.NavigationUp.Init.Utterance,noch eins nach oben,{Template} {Template} {Template} {Template},up again,{Template} {Template}
351,Tv.NavigationUp.Init.Utterance,wieder rauf,{Template} {Template},go up,{Template} {Template}
352,Tv.NavigationUp.Init.Utterance,wieder rauf,{Template} {Template},one up,{Template} {Template}
353,Tv.NavigationUp.Init.Utterance,scroll rauf,{Template} {Template},up please,{Template} {Template}
354,Tv.NavigationUp.Init.Utterance,rauf,{Template},up please,{Template} {Template}
355,Tv.NavigationUp.Init.Utterance,nochmal rauf,{Template} {Template},go up another one,{Template} {Template} {Template} {Template}
356,Tv.NavigationUp.Init.Utterance,geh rauf,{Template} {Template},scroll up,{Template} {Template}
357,Tv.NavigationUp.Init.Utterance,wieder rauf,{Template} {Template},go up a bit,{Template} {Template} {Template} {Template}
358,Tv.NavigationUp.Init.Utterance,noch eins nach oben,{Template} {Template} {Template} {Template},can you go up,{Template} {Template} {Template} {Template}
359,Tv.NavigationUp.Init.Utterance,noch eins nach oben,{Template} {Template} {Template} {Template},scroll up,{Template} {Template}
360,Tv.NavigationDown.Init.Utterance,hinunter,{Template},scroll down,{Template} {Template}
361,Tv.NavigationDown.Init.Utterance,nach unten,{Template} {Template},down,{Template}
362,Tv.NavigationDown.Init.Utterance,scroll runter,{Template} {Template},can you go down,{Template} {Template} {Template} {Template}
363,Tv.NavigationDown.Init.Utterance,scroll runter,{Template} {Template},go down another one,{Template} {Template} {Template} {Template}
364,Tv.NavigationDown.Init.Utterance,noch eins nach unten,{Template} {Template} {Template} {Template},down,{Template}
365,Tv.NavigationDown.Init.Utterance,eins runter,{Template} {Template},go down,{Template} {Template}
366,Tv.NavigationDown.Init.Utterance,noch eins nach unten,{Template} {Template} {Template} {Template},down again,{Template} {Template}
367,Tv.NavigationDown.Init.Utterance,noch eins nach unten,{Template} {Template} {Template} {Template},down again,{Template} {Template}
368,Tv.NavigationDown.Init.Utterance,nach unten,{Template} {Template},go down another one,{Template} {Template} {Template} {Template}
369,Tv.NavigationDown.Init.Utterance,weiter runter,{Template} {Template},go down another one,{Template} {Template} {Template} {Template}
370,Tv.NavigationOK.Init.Utterance,wählen,{Template},select,{Template}
371,Tv.NavigationOK.Init.Utterance,jetzt ansehen,{Template} {Template},okay,{Template}
372,Tv.NavigationOK.Init.Utterance,Auswahl bestätigen,{Template} {Template},okay,{Template}
373,Tv.NavigationOK.Init.Utterance,bestätigen,{Template},selection,{Template}
374,Tv.NavigationOK.Init.Utterance,bestätigen,{Template},selection,{Template}
375,Tv.NavigationOK.Init.Utterance,ansehen,{Template},choose that one,{Template} {Template} {Template}
376,Tv.NavigationOK.Init.Utterance,auswählen,{Template},I'll take that one,{Template}'{Template} {Template} {Template} {Template}
377,Tv.NavigationOK.Init.Utterance,jetzt ansehen,{Template} {Template},select this one,{Template} {Template} {Template}
378,Tv.NavigationOK.Init.Utterance,nimm das,{Template} {Template},I'll take that one,{Template}'{Template} {Template} {Template} {Template}
379,Tv.NavigationOK.Init.Utterance,Auswahl,{Template},selection,{Template}
380,Tv.WatchNextEpisode.Init.Utterance,noch eine Episode bitte,{Template} {Template} {Template} {Template},start the next episode,{Template} {Template} {Template} {Template}
381,Tv.WatchNextEpisode.Init.Utterance,die nächste Folge bitte,{Template} {Template} {Template} {Template},play following episode,{Template} {Template} {Template}
382,Tv.WatchNextEpisode.Init.Utterance,kannst du bitte die nächste Folge abspielen,{Template} {Template} {Template} {Template} {Template} {Template} {Template},go to the next episode,{Template} {Template} {Template} {Template} {Template}
383,Tv.WatchNextEpisode.Init.Utterance,kannst du bitte die nächste Folge abspielen,{Template} {Template} {Template} {Template} {Template} {Template} {Template},I'd like to watch the next episode please,{Template}'{Template} {Template} {Template} {Template} {Template} {Template} {Template} {Template}
384,Tv.WatchNextEpisode.Init.Utterance,weiter mit der nächsten Folge,{Template} {Template} {Template} {Template} {Template},continue with the next episode,{Template} {Template} {Template} {Template} {Template}
385,Tv.WatchNextEpisode.Init.Utterance,die nächste Episode wiedergeben bitte,{Template} {Template} {Template} {Template} {Template},next episode,{Template} {Template}
386,Tv.WatchNextEpisode.Init.Utterance,eine Folge geht noch,{Template} {Template} {Template} {Template},continue with the next episode,{Template} {Template} {Template} {Template} {Template}
387,Tv.WatchNextEpisode.Init.Utterance,eine weitere Folge bitte,{Template} {Template} {Template} {Template},next episode,{Template} {Template}
388,Tv.WatchNextEpisode.Init.Utterance,spiele die nächste Folge ab,{Template} {Template} {Template} {Template} {Template},can you play the next episode,{Template} {Template} {Template} {Template} {Template} {Template}
389,Tv.WatchNextEpisode.Init.Utterance,bitte mit der nächsten Folge weitermachen,{Template} {Template} {Template} {Template} {Template} {Template},go to the next episode,{Template} {Template} {Template} {Template} {Template}
